EpisodeNumber,Date,LastName,FirstName,City,State,GameWinner,TotalAtt,TotalBuz,TotalBuzPercentage,TotalCorrect,TotalIncorrect,CorrectPercentage,TotalDdCorrect,TotalDdIncorrect,TotalDdWinnings,FinalScore,TotalTripleStumpers
8231,"July 21, 2023",SASAMOTO,BEN,MINNEAPOLIS,MINNESOTA,false,30,18,60.00,16,3,84.00,1,0,1000,0,0
8231,"July 21, 2023",CLAGETT,TAYLOR,Originally CHESAPEAKE BEACH,MARYLAND,true,29,19,66.00,14,6,70.00,0,1,-1200,0,0
8226,"July 20, 2023",BEDERMAN,DAVID,LOS ANGELES,CALIFORNIA,false,34,23,68.00,21,4,84.00,2,0,4000,0,0
8226,"July 20, 2023",BERRY,NIK,BALTIMORE,MARYLAND,true,32,13,41.00,11,2,85.00,0,0,0,0,0
8226,"July 20, 2023",BALLAS,TOULA,NEW YORK,NEW YORK,false,32,16,50.00,12,5,71.00,0,1,-1800,0,0
8221,"July 19, 2023",BEDERMAN,DAVID,LOS ANGELES,CALIFORNIA,true,34,17,50.00,17,2,89.00,1,1,3000,0,0
8221,"July 19, 2023",WEATHERSTON,SEAN,NAMPA,IDAHO,false,29,14,48.00,12,2,86.00,0,0,0,0,0
8221,"July 19, 2023",COTRUFELLO,LIZ,BROOMALL,PENNSYLVANIA,false,34,20,59.00,18,3,86.00,1,0,1600,0,0
8216,"July 18, 2023",MOORE,DANIEL,PITTSBURGH,PENNSYLVANIA,false,35,22,63.00,19,3,86.00,0,0,0,0,0
8216,"July 18, 2023",BEDERMAN,DAVID,LOS ANGELES,CALIFORNIA,true,31,20,65.00,21,0,100.00,1,0,2000,0,0
8216,"July 18, 2023",WATT,CHELSEA,NEW WESTMINSTER,BRITISH COLUMBIA,false,30,14,47.00,13,3,81.00,0,2,-4000,0,0
8211,"July 17, 2023",MOORE,DANIEL,PITTSBURGH,PENNSYLVANIA,true,49,28,57.00,21,8,72.00,0,1,-1200,0,0
8211,"July 17, 2023",POWERS,JERRY,Originally FANWOOD,NEW JERSEY,false,33,17,52.00,14,4,78.00,0,1,-1000,0,0
8211,"July 17, 2023",CRAUMER,LEANN,CATONSVILLE,MARYLAND,false,24,14,58.00,12,3,80.00,0,1,-2200,0,0
8206,"July 14, 2023",SOPHER,ITTAI,NEW ORLEANS,LOUISIANA,false,32,12,38.00,10,2,83.00,0,0,0,0,0
8206,"July 14, 2023",MOORE,DANIEL,PITTSBURGH,PENNSYLVANIA,true,42,29,69.00,30,2,94.00,3,0,12000,0,0
8206,"July 14, 2023",MADSON,ALLISON,RESTON,VIRGINIA,false,40,15,38.00,13,2,87.00,0,0,0,0,0
8201,"July 13, 2023",SOPHER,ITTAI,NEW ORLEANS,LOUISIANA,true,34,23,68.00,19,6,76.00,1,1,1100,0,0
8201,"July 13, 2023",BARKEY,KATHY,KINGSTON,NEW YORK,false,39,13,33.00,10,3,77.00,0,0,0,0,0
8201,"July 13, 2023",LEUNG,DENNIS,HALF MOON BAY,CALIFORNIA,false,30,15,50.00,16,0,100.00,1,0,3200,599,0
8196,"July 12, 2023",WHITE,JUSTIN,OVERLAND PARK,KANSAS,false,26,17,65.00,14,4,78.00,1,0,1800,0,0
8196,"July 12, 2023",SOPHER,ITTAI,NEW ORLEANS,LOUISIANA,true,27,11,41.00,11,2,85.00,1,1,-1000,0,0
8196,"July 12, 2023",McGILL,MIA,MINNEAPOLIS,MINNESOTA,false,25,16,64.00,14,2,88.00,0,0,0,0,0
8191,"July 11, 2023",TYLER,JAMES,BLANDON,PENNSYLVANIA,false,32,19,59.00,18,1,95.00,0,0,0,0,0
8191,"July 11, 2023",WHITE,JUSTIN,OVERLAND PARK,KANSAS,true,34,21,62.00,18,5,78.00,1,1,-600,0,0
8191,"July 11, 2023",SHEEDY,ERIN,PITTSBURGH,PENNSYLVANIA,false,27,13,48.00,13,1,93.00,1,0,1000,0,0
8186,"July 10, 2023",GORDON,ALEX,SOMERS,NEW YORK,false,39,27,69.00,25,3,89.00,0,1,-12000,0,0
8186,"July 10, 2023",JOHNSTON,DILERI,MAPLEWOOD,NEW JERSEY,false,39,16,41.00,13,3,81.00,0,0,0,400,0
8186,"July 10, 2023",TYLER,JAMES,BLANDON,PENNSYLVANIA,true,31,12,39.00,13,1,93.00,2,0,4000,0,0
8181,"July 7, 2023",GORDON,ALEX,SOMERS,NEW YORK,true,45,28,62.00,25,4,86.00,1,0,2500,0,0
8181,"July 7, 2023",ZULEWSKI,TOM,WASHINGTON,UTAH,false,37,12,32.00,9,4,69.00,0,1,-1000,100,0
8181,"July 7, 2023",STEWART,RAQUEL,AUSTIN,TEXAS,false,33,21,64.00,18,4,82.00,0,1,-4000,0,0
8176,"July 6, 2023",NYQUIST,ANJI,MINNEAPOLIS,MINNESOTA,false,27,8,30.00,8,0,100.00,0,0,0,0,0
8176,"July 6, 2023",GORDON,ALEX,SOMERS,NEW YORK,true,41,28,68.00,25,5,83.00,2,0,7500,0,0
8176,"July 6, 2023",OPPENHEIM,CAROL,OWINGS MILLS,MARYLAND,false,39,20,51.00,15,6,71.00,0,1,-2600,0,0
8171,"July 5, 2023",CAMPOLIETA,KATE,SIMSBURY,CONNECTICUT,false,26,18,69.00,16,4,80.00,1,1,900,0,0
8171,"July 5, 2023",GILLERAN,AUBREY,CHARLOTTE,NORTH CAROLINA,false,26,16,62.00,13,4,76.00,0,1,-1400,0,0
8171,"July 5, 2023",NYQUIST,ANJI,MINNEAPOLIS,MINNESOTA,true,29,13,45.00,11,2,85.00,0,0,0,0,0
8166,"July 4, 2023",KIM,ELLIOTT,LOS ANGELES,CALIFORNIA,false,24,14,58.00,11,4,73.00,0,1,-1500,294,0
8166,"July 4, 2023",CAMPOLIETA,KATE,SIMSBURY,CONNECTICUT,true,27,21,78.00,17,4,81.00,0,0,0,0,0
8166,"July 4, 2023",BEEM,CHUCK,FLORISSANT,MISSOURI,false,26,17,65.00,13,6,68.00,0,2,-2000,1,0
8161,"July 3, 2023",Di TORO,ILENA,PHILADELPHIA,PENNSYLVANIA,false,34,13,38.00,9,4,69.00,0,0,0,0,0
8161,"July 3, 2023",KIM,ELLIOTT,LOS ANGELES,CALIFORNIA,true,39,27,69.00,28,2,93.00,2,1,8600,0,0
8161,"July 3, 2023",DAILY,SARAH,NEW YORK,NEW YORK,false,31,14,45.00,10,4,71.00,0,0,0,0,0
8156,"June 30, 2023",WHITE,BRYAN,Originally SANTA MARIA,CALIFORNIA,false,32,24,75.00,22,4,85.00,1,1,-2100,0,0
8156,"June 30, 2023",JOHNSTON,COURTNEY,DENVER,COLORADO,false,19,10,53.00,7,3,70.00,0,0,0,190,0
8156,"June 30, 2023",Di TORO,ILENA,PHILADELPHIA,PENNSYLVANIA,true,28,13,46.00,10,4,71.00,1,0,1000,0,0
8151,"June 29, 2023",WHITE,BRYAN,Originally SANTA MARIA,CALIFORNIA,true,28,23,82.00,20,3,87.00,0,0,0,0,0
8151,"June 29, 2023",KORENMAN,ALICIA,DURHAM,NORTH CAROLINA,false,21,8,38.00,8,1,89.00,0,1,-1000,0,0
8151,"June 29, 2023",SANTIAGO,TENYSA,BERKELEY,CALIFORNIA,false,39,17,44.00,13,6,68.00,0,2,-3000,0,0
8146,"June 28, 2023",BAN,CHRIS,PITTSBURGH,PENNSYLVANIA,false,23,9,39.00,9,1,90.00,0,1,-1400,0,0
8146,"June 28, 2023",GOEL,VIC,VIENNA,VIRGINIA,false,20,12,60.00,9,3,75.00,0,0,0,0,0
8146,"June 28, 2023",WHITE,BRYAN,Originally SANTA MARIA,CALIFORNIA,true,35,28,80.00,26,4,87.00,1,1,1000,0,0
8141,"June 27, 2023",MATTURRI,DONNA,COLUMBUS,OHIO,false,36,21,58.00,16,6,73.00,1,0,1000,0,0
8141,"June 27, 2023",GOLD,ERIN,AURORA,COLORADO,false,36,20,56.00,17,4,81.00,0,1,-2000,0,0
8141,"June 27, 2023",BAN,CHRIS,PITTSBURGH,PENNSYLVANIA,true,30,15,50.00,13,3,81.00,1,0,1800,0,0
8136,"June 26, 2023",MATTURRI,DONNA,COLUMBUS,OHIO,true,42,24,57.00,21,4,84.00,0,1,-1000,0,0
8136,"June 26, 2023",CLARY,RYAN,CHATTANOOGA,TENNESSEE,false,31,14,45.00,14,1,93.00,1,0,2000,0,0
8136,"June 26, 2023",GULICK,CAROLINE,RENO,NEVADA,false,38,17,45.00,16,2,89.00,1,0,1600,0,0
8131,"June 23, 2023",GOLDSTEIN,BEN,DEXTER,MICHIGAN,false,35,20,57.00,20,1,95.00,1,0,1600,0,0
8131,"June 23, 2023",MATTURRI,DONNA,COLUMBUS,OHIO,true,34,14,41.00,14,0,100.00,0,0,0,0,0
8131,"June 23, 2023",NURWISAH,RON,Originally TORONTO,ONTARIO,false,37,16,43.00,16,2,89.00,1,1,200,0,0
8126,"June 22, 2023",GOLDSTEIN,BEN,DEXTER,MICHIGAN,true,30,21,70.00,20,1,95.00,0,0,0,0,0
8126,"June 22, 2023",MEUSE,DAN,CRANSTON,RHODE ISLAND,false,37,21,57.00,21,1,95.00,1,0,1000,0,0
8126,"June 22, 2023",REDNICK,ANDREA,DALLAS,TEXAS,false,42,11,26.00,10,3,77.00,0,2,-5500,0,0
8121,"June 21, 2023",GOLDSTEIN,BEN,DEXTER,MICHIGAN,true,30,20,67.00,21,1,95.00,1,1,-400,0,0
8121,"June 21, 2023",RAHMAN,NABEELA,MISSISSAUGA,ONTARIO,false,39,23,59.00,16,7,70.00,0,0,0,0,0
8121,"June 21, 2023",PAPA,LEE,BLOOMFIELD,NEW JERSEY,false,25,9,36.00,8,2,80.00,0,1,-1000,0,0
8116,"June 20, 2023",GOLDSTEIN,BEN,DEXTER,MICHIGAN,true,31,22,71.00,17,5,77.00,0,0,0,0,0
8116,"June 20, 2023",BLANCHARD,TYM,NASHVILLE,TENNESSEE,false,26,13,50.00,7,7,50.00,0,1,-2000,0,0
8116,"June 20, 2023",SULLIVAN,JANIE,PARK RIDGE,ILLINOIS,false,36,20,56.00,18,4,82.00,0,2,-3500,500,0
8111,"June 19, 2023",GOLDSTEIN,BEN,DEXTER,MICHIGAN,true,28,20,71.00,18,3,86.00,0,1,-800,0,0
8111,"June 19, 2023",GLIEDT,MARY KATE,KANSAS CITY,MISSOURI,false,30,13,43.00,9,6,60.00,0,2,-1500,0,0
8111,"June 19, 2023",BELFORD,JONATHAN,Originally GARLAND,TEXAS,false,33,19,58.00,11,8,58.00,0,0,0,-600,0
8106,"June 16, 2023",GOLDLUST,SUZANNE,RESTON,VIRGINIA,false,25,13,52.00,11,3,79.00,0,1,-1600,0,0
8106,"June 16, 2023",GOLDSTEIN,BEN,DEXTER,MICHIGAN,true,33,24,73.00,21,4,84.00,0,1,-4000,0,0
8106,"June 16, 2023",RAPHEAL,ERICA,SAINT PAUL,MINNESOTA,false,26,14,54.00,12,3,80.00,1,0,2600,0,0
8101,"June 15, 2023",HASSEL,HOLLY,FARGO,NORTH DAKOTA,false,29,18,62.00,13,5,72.00,0,0,0,0,0
8101,"June 15, 2023",GOLDLUST,SUZANNE,RESTON,VIRGINIA,true,29,20,69.00,21,2,91.00,3,0,3500,0,0
8101,"June 15, 2023",MacCORMICK,KIRAN,BURLINGTON,VERMONT,false,33,19,58.00,15,4,79.00,0,0,0,0,0
8096,"June 14, 2023",KRISHNAN,SURESH,SUWANEE,GEORGIA,false,25,16,64.00,12,4,75.00,0,0,0,0,0
8096,"June 14, 2023",HASSEL,HOLLY,FARGO,NORTH DAKOTA,true,18,14,78.00,14,1,93.00,1,0,1600,0,0
8096,"June 14, 2023",AMIN,NEILAY,HARRISBURG,PENNSYLVANIA,false,23,21,91.00,18,5,78.00,1,1,800,799,0
8091,"June 13, 2023",KRISHNAN,SURESH,SUWANEE,GEORGIA,true,32,22,69.00,20,2,91.00,0,0,0,0,0
8091,"June 13, 2023",SEIBERT,JOE,SAN DIEGO,CALIFORNIA,false,30,19,63.00,16,5,76.00,1,1,-400,0,0
8091,"June 13, 2023",BLYLER,LAURA,NEWPORT NEWS,VIRGINIA,false,19,8,42.00,5,4,56.00,0,1,-2000,0,0
8086,"June 12, 2023",KRISHNAN,SURESH,SUWANEE,GEORGIA,true,38,19,50.00,19,2,90.00,1,1,1995,0,0
8086,"June 12, 2023",VALLELY,MICHAEL,SOMERVILLE,MASSACHUSETTS,false,36,24,67.00,23,2,92.00,1,0,8400,0,0
8086,"June 12, 2023",SINGER,MARILYN,BROOKLYN,NEW YORK,false,34,14,41.00,9,5,64.00,0,0,0,0,0
8081,"June 9, 2023",KRISHNAN,SURESH,SUWANEE,GEORGIA,true,32,25,78.00,22,4,85.00,0,1,-1000,0,0
8081,"June 9, 2023",CYR,VICKIE,MINNEAPOLIS,MINNESOTA,false,28,12,43.00,9,3,75.00,0,0,0,0,0
8081,"June 9, 2023",HAGOOD,TIM,WASHINGTON,DC,false,32,20,63.00,14,8,64.00,0,2,-3000,0,0
8076,"June 8, 2023",KRISHNAN,SURESH,SUWANEE,GEORGIA,true,24,14,58.00,13,3,81.00,2,0,6600,0,0
8076,"June 8, 2023",FORD,DAVID,PASADENA,MARYLAND,false,27,12,44.00,10,3,77.00,0,1,-1600,200,0
8076,"June 8, 2023",STREKAL,ALLISON,MISSOULA,MONTANA,false,35,25,71.00,22,3,88.00,0,0,0,0,0
8071,"June 7, 2023",KRISHNAN,SURESH,SUWANEE,GEORGIA,true,21,11,52.00,11,0,100.00,0,0,0,0,0
8071,"June 7, 2023",REMBACH,KRISTINE,ORIGINALLY GHENT,NEW YORK,false,19,9,47.00,10,1,91.00,1,1,900,0,0
8071,"June 7, 2023",LEE,COLLETTE,PAXTON,ILLINOIS,false,24,16,67.00,12,5,71.00,0,1,-2500,0,0
8066,"June 6, 2023",WATSON,JARED,GREENVILLE,TEXAS,false,37,30,81.00,28,4,88.00,0,2,-7000,0,0
8066,"June 6, 2023",KRISHNAN,SURESH,SUWANEE,GEORGIA,true,42,17,40.00,14,4,78.00,1,0,2600,0,0
8066,"June 6, 2023",CLAYMON,DEBORAH,SAINT HELENA,CALIFORNIA,false,29,10,34.00,5,5,50.00,0,0,0,0,0
8061,"June 5, 2023",WATSON,JARED,GREENVILLE,TEXAS,true,38,24,63.00,24,3,89.00,3,0,6000,0,0
8061,"June 5, 2023",SEIDEL,HARRISON,BURBANK,CALIFORNIA,false,31,18,58.00,14,4,78.00,0,0,0,0,0
8061,"June 5, 2023",WINTER,ANNABELLE,NEW YORK,NEW YORK,false,32,16,50.00,11,5,69.00,0,0,0,0,0
8056,"June 2, 2023",WATSON,JARED,GREENVILLE,TEXAS,true,42,32,76.00,31,3,91.00,1,1,-1000,0,0
8056,"June 2, 2023",LIMB,JONG,GLEN ALLEN,VIRGINIA,false,23,11,48.00,6,5,55.00,0,0,0,400,0
8056,"June 2, 2023",IZZO,SYLVIA,TORONTO,ONTARIO,false,29,13,45.00,13,1,93.00,1,0,1500,0,0
8051,"June 1, 2023",REDZOVIC,ILHANA,CHICAGO,ILLINOIS,false,32,16,50.00,12,4,75.00,0,0,0,0,0
8051,"June 1, 2023",WATSON,JARED,GREENVILLE,TEXAS,true,38,17,45.00,16,4,80.00,1,2,-2000,0,0
8051,"June 1, 2023",THOMAS,EVA,BROOKLYN,NEW YORK,false,43,24,56.00,22,2,92.00,0,0,0,0,0
8046,"May 31, 2023",REDZOVIC,ILHANA,CHICAGO,ILLINOIS,true,33,15,45.00,14,3,82.00,1,1,800,0,0
8046,"May 31, 2023",MARSHALL,KYLE,EDMONTON,ALBERTA,false,33,21,64.00,16,6,73.00,1,0,2000,400,0
8046,"May 31, 2023",GARGIULO,LISA,BRYN MAWR,PENNSYLVANIA,false,25,16,64.00,12,4,75.00,0,0,0,1,0
8041,"May 30, 2023",D'ALESSIO,DIANDRA,MONTREAL,QUEBEC,false,43,12,28.00,11,2,85.00,1,0,400,1,0
8041,"May 30, 2023",REDZOVIC,ILHANA,CHICAGO,ILLINOIS,true,35,24,69.00,23,2,92.00,1,0,5000,0,0
8041,"May 30, 2023",DENNIS,NATHAN,CHARLOTTE,NORTH CAROLINA,false,33,22,67.00,19,4,83.00,1,0,1356,0,0
8036,"May 29, 2023",D'ALESSIO,DIANDRA,MONTREAL,QUEBEC,true,32,11,34.00,10,1,91.00,0,0,0,0,0
8036,"May 29, 2023",LEE,TRAVIS,PHOENIXVILLE,PENNSYLVANIA,false,39,25,64.00,19,8,70.00,1,1,4600,0,0
8036,"May 29, 2023",MURALI,NIRANJAN,WASHINGTON,DC,false,31,19,61.00,16,4,80.00,1,0,3800,0,0
8031,"May 26, 2023",CHIN,JESSE,BAYSIDE,NEW YORK,false,34,15,44.00,14,3,82.00,1,1,0,0,0
8031,"May 26, 2023",D'ALESSIO,DIANDRA,MONTREAL,QUEBEC,true,41,18,44.00,16,2,89.00,0,0,0,0,0
8031,"May 26, 2023",CICIORA,ALICE,Originally PALATINE,ILLINOIS,false,32,20,63.00,16,5,76.00,0,1,-1500,599,0
8026,"May 25, 2023",PETERSEN,ED,ORLANDO,FLORIDA,false,46,31,67.00,24,7,77.00,0,0,0,0,0
8026,"May 25, 2023",CHIN,JESSE,BAYSIDE,NEW YORK,true,34,13,38.00,13,2,87.00,1,1,3000,0,0
8026,"May 25, 2023",BRAUGHT,MEGAN,MECHANICSBURG,PENNSYLVANIA,false,34,17,50.00,14,4,78.00,0,1,-2000,0,0
8021,"May 24, 2023",Di VITO,LYNN,COLORADO SPRINGS,COLORADO,false,23,17,74.00,16,3,84.00,0,2,-3200,0,0
8021,"May 24, 2023",PETERSEN,ED,ORLANDO,FLORIDA,true,29,18,62.00,14,5,74.00,0,1,-1600,0,0
8021,"May 24, 2023",SUN,JOYCE,BLOOMFIELD,NEW JERSEY,false,30,14,47.00,13,1,93.00,0,0,0,300,0
8016,"May 23, 2023",CHAN,BEN,GREEN BAY,WISCONSIN,false,45,28,62.00,27,3,90.00,0,2,-7200,0,0
8016,"May 23, 2023",LESERMAN,DANNY,RANCHO PALOS VERDES,CALIFORNIA,false,26,12,46.00,9,3,75.00,0,0,0,0,0
8016,"May 23, 2023",Di VITO,LYNN,COLORADO SPRINGS,COLORADO,true,34,14,41.00,14,1,93.00,1,0,3000,0,0
8011,"May 22, 2023",CHAN,BEN,GREEN BAY,WISCONSIN,true,43,25,58.00,25,2,93.00,2,0,4800,0,0
8011,"May 22, 2023",LASSER,JOE,Originally COLFAX,ILLINOIS,false,30,19,63.00,14,6,70.00,1,0,2200,0,0
8011,"May 22, 2023",DURAN,NANCY,STOWE,VERMONT,false,31,9,29.00,6,3,67.00,0,0,0,100,0
7946,"May 19, 2023",CHAN,BEN,GREEN BAY,WISCONSIN,true,45,31,69.00,29,5,85.00,1,2,-6000,0,0
7946,"May 19, 2023",JOHNSON,ERICA,GREENBELT,MARYLAND,false,26,11,42.00,9,2,82.00,0,0,0,0,0
7946,"May 19, 2023",HAMMER,CHRIS,McKINNEY,TEXAS,false,34,12,35.00,9,3,75.00,0,0,0,0,0
7941,"May 18, 2023",CHAN,BEN,GREEN BAY,WISCONSIN,true,44,32,73.00,34,1,97.00,2,1,3000,0,0
7941,"May 18, 2023",GROVES,JOHN,Originally FORTEAU,NEWFOUNDLAND & LABRADOR,false,31,10,32.00,9,1,90.00,0,0,0,0,0
7941,"May 18, 2023",BECK,KRISTEN,SEATTLE,WASHINGTON,false,26,8,31.00,7,1,88.00,0,0,0,0,0
7936,"May 17, 2023",CHAN,BEN,GREEN BAY,WISCONSIN,true,47,31,66.00,31,3,91.00,2,1,4005,0,0
7936,"May 17, 2023",SEAGREN,BRITTANI,BOURBONNAIS,ILLINOIS,false,31,10,32.00,7,3,70.00,0,0,0,799,0
7936,"May 17, 2023",LU,DAVID,LOS ANGELES,CALIFORNIA,false,42,17,40.00,9,8,53.00,0,0,0,0,0
7931,"May 16, 2023",CHAN,BEN,GREEN BAY,WISCONSIN,true,37,24,65.00,24,2,92.00,2,0,8400,0,0
7931,"May 16, 2023",WINIARSKI,TOM,BRIARCLIFF MANOR,NEW YORK,false,38,17,45.00,16,2,89.00,0,1,-5000,200,0
7931,"May 16, 2023",KERRIGAN,LYDIA-CLAIRE,LAFAYETTE,TENNESSEE,false,34,15,44.00,14,1,93.00,0,0,0,0,0
7926,"May 15, 2023",WILSON,HANNAH,CHICAGO,ILLINOIS,false,33,13,39.00,12,1,92.00,0,0,0,0,0
7926,"May 15, 2023",CHAN,BEN,GREEN BAY,WISCONSIN,true,40,33,83.00,34,2,94.00,3,0,13000,0,0
7926,"May 15, 2023",SWANSON,WENDY,PORTLAND,OREGON,false,21,7,33.00,6,1,86.00,0,0,0,0,0
7841,"May 12, 2023",WILSON,HANNAH,CHICAGO,ILLINOIS,true,38,32,84.00,33,2,94.00,2,1,4000,0,0
7841,"May 12, 2023",GAILING,SKYLER,EXETER,NEW HAMPSHIRE,false,25,8,32.00,6,2,75.00,0,0,0,0,0
7841,"May 12, 2023",FORD,VICTORIA,SAINT PAUL,MINNESOTA,false,20,6,30.00,3,3,50.00,0,0,0,1,0
7836,"May 11, 2023",WILSON,HANNAH,CHICAGO,ILLINOIS,true,39,27,69.00,26,2,93.00,1,0,3000,0,0
7836,"May 11, 2023",CARNEGIE,JON,BROOKLYN,NEW YORK,false,33,10,30.00,9,2,82.00,1,0,1400,0,0
7836,"May 11, 2023",WALLER,KAT,PAWTUCKET,RHODE ISLAND,false,37,15,41.00,15,1,94.00,1,0,3000,0,0
7831,"May 10, 2023",WILSON,HANNAH,CHICAGO,ILLINOIS,true,49,32,65.00,29,4,88.00,1,0,4000,0,0
7831,"May 10, 2023",DAVIS,BRAD,KANSAS CITY,MISSOURI,false,39,15,38.00,13,4,76.00,2,0,3600,1,0
7831,"May 10, 2023",SILBERSTEIN,HOPE,PENN VALLEY,PENNSYLVANIA,false,37,14,38.00,8,6,57.00,0,0,0,-800,0
7826,"May 9, 2023",WILSON,HANNAH,CHICAGO,ILLINOIS,true,45,31,69.00,29,3,91.00,1,0,4800,0,0
7826,"May 9, 2023",MATTA,RAQUEL,SAN PABLO,CALIFORNIA,false,38,14,37.00,15,1,94.00,1,1,1600,0,0
7826,"May 9, 2023",FORTI,JOE,Originally WINDHAM,NEW HAMPSHIRE,false,23,12,52.00,10,2,83.00,0,0,0,0,0
7821,"May 8, 2023",WILSON,HANNAH,CHICAGO,ILLINOIS,true,44,22,50.00,22,1,96.00,1,0,4000,0,0
7821,"May 8, 2023",CASANOVA,SAMI,NEW YORK,NEW YORK,false,37,9,24.00,9,1,90.00,1,0,1000,2,0
7821,"May 8, 2023",ZAHEER,JUVERIA,WHITBY,ONTARIO,false,44,24,55.00,20,5,80.00,1,0,7000,0,0
7816,"May 5, 2023",WILSON,HANNAH,CHICAGO,ILLINOIS,true,45,22,49.00,21,3,88.00,1,1,500,0,0
7816,"May 5, 2023",PHADNIS,ASHWIN,Originally HILLSDALE,NEW JERSEY,false,40,18,45.00,14,5,74.00,0,1,-1000,0,0
7816,"May 5, 2023",ALZUA,BRIAN,MINNEAPOLIS,MINNESOTA,false,33,17,52.00,14,3,82.00,0,0,0,2,0
7811,"May 4, 2023",WILSON,HANNAH,CHICAGO,ILLINOIS,true,44,33,75.00,33,3,92.00,3,0,14000,0,0
7811,"May 4, 2023",GRACE,WARREN,LANHAM,MARYLAND,false,28,12,43.00,10,2,83.00,0,0,0,100,0
7811,"May 4, 2023",CLAUDE,MARIE,MONTREAL,QUEBEC,false,22,6,27.00,5,1,83.00,0,0,0,0,0
7806,"May 3, 2023",BELLE,KEVIN,SILVER SPRING,MARYLAND,false,29,16,55.00,15,1,94.00,0,0,0,0,0
7806,"May 3, 2023",CZEKALSKI,DAN,COLUMBIA,SOUTH CAROLINA,false,31,12,39.00,11,2,85.00,1,0,3500,0,0
7806,"May 3, 2023",WILSON,HANNAH,CHICAGO,ILLINOIS,true,34,22,65.00,24,0,100.00,2,0,5000,0,0
7801,"May 2, 2023",BELLE,KEVIN,SILVER SPRING,MARYLAND,true,31,20,65.00,20,1,95.00,0,1,-2000,0,0
7801,"May 2, 2023",GUELPA,PAUL,ROSSMOOR,CALIFORNIA,false,38,20,53.00,18,3,86.00,0,1,-2000,0,0
7801,"May 2, 2023",HENDRICKSON,AMANDA,HIGHLAND VILLAGE,TEXAS,false,38,16,42.00,11,6,65.00,1,0,2000,0,0
7796,"May 1, 2023",BELLE,KEVIN,SILVER SPRING,MARYLAND,true,30,18,60.00,19,1,95.00,2,0,3800,0,0
7796,"May 1, 2023",SHUMAN-GROH,MARYHELEN,CLEARWATER,FLORIDA,false,33,17,52.00,14,4,78.00,1,0,3600,0,0
7796,"May 1, 2023",ZHOU,CYRUS,SAINT LOUIS,MISSOURI,false,30,16,53.00,13,3,81.00,0,0,0,0,0
7791,"April 28, 2023",ANDERSON,ERIC,BROOKLYN,NEW YORK,false,26,7,27.00,6,2,75.00,1,0,1000,1,0
7791,"April 28, 2023",COHEN,KATHERINE,NEW YORK,NEW YORK,false,36,21,58.00,17,5,77.00,1,0,4000,0,0
7791,"April 28, 2023",BELLE,KEVIN,SILVER SPRING,MARYLAND,true,27,19,70.00,19,1,95.00,0,1,-1000,0,0
7786,"April 27, 2023",MATHENY,JESSE,Originally HUNTINGTON,INDIANA,false,31,26,84.00,20,9,69.00,1,2,-4000,0,0
7786,"April 27, 2023",BAILEY,REBECCA,READING,MASSACHUSETTS,false,29,13,45.00,13,0,100.00,0,0,0,0,0
7786,"April 27, 2023",ANDERSON,ERIC,BROOKLYN,NEW YORK,true,27,14,52.00,11,3,79.00,0,0,0,0,0
7781,"April 26, 2023",STOBEROCK,JOHANNA,WALLA WALLA,WASHINGTON,false,26,14,54.00,14,0,100.00,0,0,0,0,0
7781,"April 26, 2023",EVERHART,LIZ,LOUISVILLE,KENTUCKY,false,35,14,40.00,13,2,87.00,1,0,3000,0,0
7781,"April 26, 2023",MATHENY,JESSE,Originally HUNTINGTON,INDIANA,true,29,19,66.00,19,2,90.00,0,2,-4200,0,0
7776,"April 25, 2023",HUPP,DILLON,NORTH LITTLE ROCK,ARKANSAS,false,35,22,63.00,21,2,91.00,1,0,1600,0,0
7776,"April 25, 2023",MARQUAND,IAN,LOS ANGELES,CALIFORNIA,false,37,13,35.00,12,2,86.00,1,0,1000,600,0
7776,"April 25, 2023",STOBEROCK,JOHANNA,WALLA WALLA,WASHINGTON,true,32,19,59.00,18,2,90.00,1,0,3000,0,0
7771,"April 24, 2023",HILL,EMMA,WINNIPEG,MANITOBA,false,32,17,53.00,16,3,84.00,2,0,4500,0,0
7771,"April 24, 2023",TOUSSEAU,ANNÉE,ALAMEDA,CALIFORNIA,false,26,8,31.00,6,2,75.00,0,0,0,1,0
7771,"April 24, 2023",HUPP,DILLON,NORTH LITTLE ROCK,ARKANSAS,true,33,27,82.00,24,4,86.00,1,0,1200,0,0
7766,"April 21, 2023",HILL,EMMA,WINNIPEG,MANITOBA,true,33,16,48.00,14,3,82.00,1,0,1500,0,0
7766,"April 21, 2023",SALVADOR,ANJALI,HOUSTON,TEXAS,false,28,16,57.00,14,3,82.00,1,0,1800,0,0
7766,"April 21, 2023",PETROVICH,IGOR,ASHBURN,VIRGINIA,false,29,21,72.00,18,4,82.00,1,0,2000,0,0
7761,"April 20, 2023",LOHMAN,DEVIN,PEACHTREE CITY,GEORGIA,false,27,13,48.00,13,3,81.00,2,1,2800,0,0
7761,"April 20, 2023",CLAUSSEN,SAM,SANTA CLARITA,CALIFORNIA,false,41,23,56.00,23,0,100.00,0,0,0,0,0
7761,"April 20, 2023",HILL,EMMA,WINNIPEG,MANITOBA,true,38,17,45.00,17,0,100.00,0,0,0,0,0
7756,"April 19, 2023",BILODEAU,DEB,OAKLAND,CALIFORNIA,false,41,27,66.00,24,4,86.00,1,0,600,0,0
